Event Number,Company Name,Company City,Company Postal Code,Company Province/Territory,Circumstance(s),Result Of A Class Location Change,Distance To Closest Building,Length Of Replacement Pipe,Integrity Dig,Dig Count,Activity Unplanned,Commencement Date,Completion Date,Event Creation Date,Submission Date,Pipeline Name,Pipeline Outside Diameter,Pipeline Length,Commodity Carried,Facility Name,Facility Type,Province/Territory,Nearest Populated Centre,New Land Area Needed,New Permanent Land Needed,Activity Acquiring New Private Land,Activity Acquiring New Land In Agreement With Landowner,Activity Acquiring New Land Under Compliance,Land Within Critical Habitat,New Temporary Land Needed,Provincial and federal authorities been consulted,Activity Crossing Water Body,Vehicle Crossing Count,Activity Following DFO Fish Measures For Crossing,Ground Disturbance Near Water Required,Fish Present,In Stream Work Required,Activity Following DFO Fish Measures For In Stream Work,Species At Risk Present At Activity Site,Activity Using Navigable Water,Navigable Water Frozen Or Dry,Navigable Water Activity Meeting Transport Canada Minor Works And Waters Order,In Stream Activity Start Date,In Stream Activity End Date,Restricted Activity Start Date,Restricted Activity End Date
OM2021-307,1057533 Alberta Ltd.,Calgary,T2P2W1,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,,,No,,Yes,08/01/2021,08/14/2021,08/01/2021,08/01/2021,Hay Pipeline,,,,,,Alberta,Rainbow Lake (Town),0.0,,No,No,No,No,,,Yes,2.0,Yes,Yes,Yes,No,No,No,No,No,No,,,,
OM2021-306,Westcoast Energy Inc.,Edmonton,T5J 3S4,British Columbia,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,,,No,,Yes,07/30/2021,08/13/2021,07/30/2021,07/30/2021,"16"" Boundary Lake Pipeline",,,,,,British Columbia,Fort St. John,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2021-305,TransCanada PipeLines Limited,Calgary,T2P 5H1,Ontario,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",False,187.0,,Yes,2.0,No,08/26/2021,02/26/2022,07/28/2021,07/28/2021,LINE 100-2,,,,,,Ontario,Orillia,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2021-305,TransCanada PipeLines Limited,Calgary,T2P 5H1,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,187.0,,Yes,2.0,No,08/26/2021,02/26/2022,07/28/2021,07/28/2021,LINE 100-2,,,,,,Ontario,Orillia,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2021-304,Husky Oil Operations Limited,Calgary,T2P 3G7,Saskatchewan,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",False,160.0,,Yes,6.0,No,08/26/2021,09/28/2021,07/28/2021,07/28/2021,Border Pipeline System-Diluent recycle line,,,,,,Saskatchewan,City of Lloydminster,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2021-303,Plains Midstream Canada ULC,Calgary,T2P 0A7,Ontario,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",False,200.0,,Yes,1.0,No,08/25/2021,12/31/2021,07/27/2021,07/27/2021,Windsor-Sarnia Pipeline,,,,,,Ontario,Sarnia,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2021-302,LBX Pipeline Ltd.,Calgary,T2P 3G7,Alberta,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",False,48.0,,Yes,2.0,No,08/24/2021,09/24/2021,07/26/2021,07/26/2021,Border Pipeline System - Pipeline expansion project,,,,,,Alberta,City of Lloydminster,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2021-301,Westcoast Energy Inc.,Edmonton,T5J 3S4,British Columbia,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,,,No,,No,08/25/2021,10/15/2021,07/26/2021,07/26/2021,"SPECTRA - 30"" MAINLINE",,,,,,British Columbia,Quesnel,,,No,No,No,No,,,No,,No,Yes,Yes,Yes,Yes,No,No,No,No,,,,
OM2021-300,Enbridge Pipelines Inc.,Calgary,T2P 3L8,Ontario,New temporary or permanent land is required that is within critical habitat for any Endangered or Threatened species listed on Schedule 1 of the federal Species at Risk Act or is to be acquired in accordance with sections 320-322 of the CER Act.,False,198.0,,Yes,1.0,No,08/24/2021,12/31/2021,07/23/2021,07/23/2021,Line 9,,,,,,Ontario,Brighton,1.0,0.0,Yes,Yes,No,Yes,1.0,True,No,,No,No,No,No,No,No,No,No,No,,,,
OM2021-300,Enbridge Pipelines Inc.,Calgary,T2P 3L8,Ontario,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",False,198.0,,Yes,1.0,No,08/24/2021,12/31/2021,07/23/2021,07/23/2021,Line 9,,,,,,Ontario,Brighton,1.0,0.0,Yes,Yes,No,Yes,1.0,True,No,,No,No,No,No,No,No,No,No,No,,,,
OM2021-299,Enbridge Pipelines Inc.,Calgary,T2P 3L8,Ontario,New temporary or permanent land is required that is within critical habitat for any Endangered or Threatened species listed on Schedule 1 of the federal Species at Risk Act or is to be acquired in accordance with sections 320-322 of the CER Act.,False,68.0,,Yes,1.0,No,08/24/2021,12/31/2021,07/23/2021,07/23/2021,Line 9,,,,,,Ontario,"Clarington, Ontario",1.0,0.0,Yes,Yes,No,Yes,1.0,True,No,,No,No,No,No,No,No,No,No,No,,,,
OM2021-299,Enbridge Pipelines Inc.,Calgary,T2P 3L8,Ontario,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",False,68.0,,Yes,1.0,No,08/24/2021,12/31/2021,07/23/2021,07/23/2021,Line 9,,,,,,Ontario,"Clarington, Ontario",1.0,0.0,Yes,Yes,No,Yes,1.0,True,No,,No,No,No,No,No,No,No,No,No,,,,
OM2021-298,Enbridge Pipelines Inc.,Calgary,T2P 3L8,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,,,No,,No,08/24/2021,02/28/2022,07/22/2021,07/22/2021,Line 9,,,,,,Ontario,"Bright, Ontario",,,No,No,No,No,,,No,,No,Yes,Yes,No,No,No,No,No,No,,,,
OM2021-297,NOVA Gas Transmission Ltd.,Calgary,T2P 5H1,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,,,No,,No,08/20/2021,02/20/2022,07/22/2021,07/22/2021,CARSON CREEK LATERAL LOOP - NPS 12,,,,,,Alberta,Whitecourt,,,No,No,No,No,,,No,,No,Yes,Yes,No,No,No,No,No,No,,,,
OM2021-296,Enbridge Pipelines Inc.,Calgary,T2P 3L8,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,,,No,,No,08/23/2021,02/28/2022,07/22/2021,07/22/2021,Line 9,,,,,,Ontario,"Branchton, Ontario",,,No,No,No,No,,,No,,No,Yes,Yes,No,No,No,No,No,No,,,,
OM2021-295,TransCanada PipeLines Limited,Calgary,T2P 5H1,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,,,No,,No,08/19/2021,02/19/2022,07/21/2021,07/21/2021,LINE 100-1,,,,,,Ontario,Vermilion Bay,,,No,No,No,No,,,No,,No,Yes,Yes,No,No,No,No,No,No,,,,
OM2021-294,Trans-Northern Pipelines Inc.,Richmond Hill - York - Richmond Hill,L4B 3P6,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,,,No,,No,11/01/2021,11/19/2021,07/19/2021,07/19/2021,Mainline,,,,,,Ontario,"City of Burlington, Ontario. ",,,No,No,No,No,,,No,,No,Yes,Yes,Yes,Yes,No,No,No,No,,,,
OM2021-293,TransCanada PipeLines Limited,Calgary,T2P 5H1,Ontario,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",False,198.0,,Yes,1.0,No,09/01/2021,03/01/2022,06/24/2021,07/19/2021,LINE 100-1,,,,,,Ontario,Harrisons Corner,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2021-292,Westcoast Energy Inc.,Edmonton,T5J 3S4,British Columbia,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,,,Yes,1.0,No,08/16/2021,02/28/2022,07/15/2021,07/15/2021,"8"" Parkland Lateral Pipeline",,,,,,British Columbia,Fort St. John,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2021-291,Westcoast Energy Inc.,Edmonton,T5J 3S4,British Columbia,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",False,139.0,,Yes,1.0,No,08/16/2021,02/28/2022,07/15/2021,07/15/2021,"SPECTRA - 30"" MAINLINE",,,,,,British Columbia,"Agassiz, BC",,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2021-289,Westcoast Energy Inc.,Edmonton,T5J 3S4,British Columbia,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",False,121.0,,Yes,1.0,Yes,08/03/2021,10/15/2021,07/14/2021,07/14/2021,"SPECTRA - 30"" MAINLINE",,,,,,British Columbia,Quesnel,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2021-288,TransCanada PipeLines Limited,Calgary,T2P 5H1,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,,,No,,No,08/10/2021,02/10/2022,07/12/2021,07/12/2021,LINE 100-1,,,,,,Ontario,"Keewatin, Kenora",,,No,No,No,No,,,No,,No,Yes,Yes,No,No,No,No,No,No,,,,
OM2021-287,TransCanada PipeLines Limited,Calgary,T2P 5H1,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,,,No,,No,08/10/2021,02/10/2022,07/12/2021,07/12/2021,LINE 100-1,,,,,,Ontario,Thunder Bay,,,No,No,No,No,,,No,,No,Yes,Yes,Yes,Yes,No,No,No,No,,,,
OM2021-286,Trans Mountain Pipeline ULC,,,British Columbia,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",False,2.0,,Yes,9.0,No,08/10/2021,12/06/2021,07/08/2021,07/12/2021,Mainline,,,,,,British Columbia,"Langley, BC and Coquitlam, BC",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2021-286,Trans Mountain Pipeline ULC,,,British Columbia,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,2.0,,Yes,9.0,No,08/10/2021,12/06/2021,07/08/2021,07/12/2021,Mainline,,,,,,British Columbia,"Langley, BC and Coquitlam, BC",,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2021-285,Westcoast Energy Inc.,Calgary,T2P 3L8,British Columbia,New temporary or permanent land is required that is within critical habitat for any Endangered or Threatened species listed on Schedule 1 of the federal Species at Risk Act or is to be acquired in accordance with sections 320-322 of the CER Act.,False,,,No,,No,08/10/2021,09/30/2021,07/09/2021,07/09/2021,"SPECTRA - 30"" MAINLINE",,,,,,British Columbia,"Chilliwack, BC",1.0,0.0,Yes,Yes,No,Yes,1.0,False,No,,No,Yes,Yes,Yes,Yes,No,No,No,No,,,,
OM2021-285,Westcoast Energy Inc.,Calgary,T2P 3L8,British Columbia,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,,,No,,No,08/10/2021,09/30/2021,07/09/2021,07/09/2021,"SPECTRA - 30"" MAINLINE",,,,,,British Columbia,"Chilliwack, BC",1.0,0.0,Yes,Yes,No,Yes,1.0,False,No,,No,Yes,Yes,Yes,Yes,No,No,No,No,,,,
OM2021-284,Westcoast Energy Inc.,Calgary,T2P 3L8,British Columbia,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,,,No,,No,08/10/2021,12/31/2021,07/09/2021,07/09/2021,"SPECTRA - 30"" MAINLINE",,,,,,British Columbia,Chilliwack,,,No,No,No,No,,,No,,No,Yes,Yes,No,No,No,No,No,No,,,,
OM2021-283,Westcoast Energy Inc.,Calgary,T2P 3L8,British Columbia,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,,,No,,No,08/10/2021,12/31/2021,07/09/2021,07/09/2021,"SPECTRA - 30"" MAINLINE",,,,,,British Columbia,"Chilliwack, BC",,,No,No,No,No,,,No,,No,Yes,Yes,No,No,No,No,No,No,,,,
OM2021-282,Trans-Northern Pipelines Inc.,TORONTO,M2J 4Y8,Quebec,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",False,32.0,,Yes,2.0,No,08/09/2021,09/30/2021,07/05/2021,07/09/2021,,,,,STE-ROSE JUNCTION,,Quebec,Laval,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2021-281,Westcoast Energy Inc.,Calgary,T2P 3L8,British Columbia,New temporary or permanent land is required that is within critical habitat for any Endangered or Threatened species listed on Schedule 1 of the federal Species at Risk Act or is to be acquired in accordance with sections 320-322 of the CER Act.,False,,,No,,Yes,07/13/2021,08/31/2021,07/07/2021,07/07/2021,"SPECTRA - 30"" MAINLINE",,,,,,British Columbia,"Chilliwack, BC",4.0,0.0,Yes,Yes,No,Yes,4.0,False,No,,No,Yes,Yes,No,No,No,No,No,No,,,,
OM2021-281,Westcoast Energy Inc.,Calgary,T2P 3L8,British Columbia,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,,,No,,Yes,07/13/2021,08/31/2021,07/07/2021,07/07/2021,"SPECTRA - 30"" MAINLINE",,,,,,British Columbia,"Chilliwack, BC",4.0,0.0,Yes,Yes,No,Yes,4.0,False,No,,No,Yes,Yes,No,No,No,No,No,No,,,,
OM2021-280,Trans Mountain Pipeline ULC,,,British Columbia,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,,,No,,No,08/05/2021,12/31/2021,06/24/2021,07/07/2021,"Darfield to Black Pines segment of the existing NPS 30 and 24.  Commodity carried is Crude Oil, Crude Oil Sour Heavy, Crude Oil Sour Light, Crude Oil Sweet Heavy, Crude Oil Sweet Light",762.0,1145.622,Crude Oil,,,British Columbia,Barriere and Kamloops,1.0,1.0,Yes,Yes,Yes,Yes,1.0,True,No,,No,Yes,Yes,Yes,Yes,Yes,No,No,No,08/07/2021,09/30/2021,08/07/2021,09/30/2021
OM2021-279,TransCanada PipeLines Limited,Calgary,T2P 5H1,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,,,Yes,1.0,No,08/05/2021,02/05/2022,07/07/2021,07/07/2021,Line 100-5,,,,,,Saskatchewan,Swift Current,,,No,No,No,No,,,No,,No,Yes,Yes,No,No,No,No,No,No,,,,
OM2021-278,TransCanada PipeLines Limited,Calgary,T2P 5H1,Ontario,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",False,129.0,,No,,No,08/04/2021,02/04/2022,07/06/2021,07/06/2021,,,,,STN 144 - BROCKVILLE,,Ontario,Augusta,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2021-277,Westcoast Energy Inc.,Edmonton,T5J 3S4,British Columbia,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,,,Yes,1.0,No,08/06/2021,02/28/2022,07/06/2021,07/06/2021,"SPECTRA - 30"" MAINLINE",,,,,,British Columbia,"Chetwynd, BC",,,No,No,No,No,,,Yes,4.0,Yes,Yes,No,No,No,No,No,No,No,,,,
OM2021-276,Enbridge Pipelines Inc.,Edmonton,T5J 3S4,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,,,No,,No,09/01/2021,10/31/2021,07/06/2021,07/06/2021,Line 2,,,,,,Saskatchewan,Wawota,,,No,No,No,No,,,Yes,4.0,Yes,Yes,No,No,No,No,No,No,No,,,,
OM2021-275,Enbridge Pipelines Inc.,Edmonton,T5J 3S4,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,,,No,,No,09/01/2021,10/31/2021,07/06/2021,07/06/2021,Line 2,,,,,,Saskatchewan,White City,,,No,No,No,No,,,Yes,4.0,Yes,Yes,No,No,No,No,No,No,No,,,,
OM2021-274,Enbridge Pipelines Inc.,Edmonton,T5J 3S4,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,,,No,,No,08/04/2021,10/31/2021,07/06/2021,07/06/2021,Line 1,,,,,,Saskatchewan,Craik,,,No,No,No,No,,,Yes,3.0,Yes,Yes,No,No,No,No,No,No,No,,,,
OM2021-273,NOVA Gas Transmission Ltd.,Calgary,T2P 5H1,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,,,Yes,1.0,No,08/02/2021,03/02/2022,07/02/2021,07/02/2021,NORTH LATERAL EXTENSION - NPS 16,,,,,,Alberta,Holden,,,No,No,No,No,,,No,,No,Yes,Yes,No,No,No,No,No,No,,,,
OM2021-272,Westcoast Energy Inc.,Edmonton,T5J 3S4,British Columbia,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,,,Yes,1.0,No,08/02/2021,02/02/2022,07/02/2021,07/02/2021,"SPECTRA - 30"" MAINLINE",,,,,,British Columbia,"Chetwynd, BC",,,No,No,No,No,,,Yes,4.0,Yes,Yes,No,No,No,No,No,No,No,,,,
OM2021-271,Westcoast Energy Inc.,Edmonton,T5J 3S4,British Columbia,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,,,Yes,1.0,No,08/02/2021,02/28/2022,07/02/2021,07/02/2021,"SPECTRA - 30"" MAINLINE",,,,,,British Columbia,"Chetwynd, BC",,,No,No,No,No,,,Yes,2.0,Yes,Yes,No,No,No,No,No,No,No,,,,
OM2021-270,Westcoast Energy Inc.,Edmonton,T5J 3S4,British Columbia,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",False,289.0,,Yes,1.0,No,08/02/2021,02/28/2022,07/02/2021,07/02/2021,"SPECTRA - 30"" MAINLINE",,,,,,British Columbia,Quesnel,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2021-269,Westcoast Energy Inc.,Edmonton,T5J 3S4,British Columbia,"Exposure of the pipe surface for the purposes of integrity assessments, repairs or removing an existing section of pipe and putting a new section in its place in areas where there are residences, or where there is a school, hospital, prison, or other institution where people routinely congregate in large groups (more than 50 people), within the emergency planning zone or within 200 m of the proposed activity (whichever is greater)",False,346.0,,Yes,1.0,No,08/02/2021,02/28/2022,07/02/2021,07/02/2021,"SPECTRA - 30"" MAINLINE",,,,,,British Columbia,Hixon,,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
OM2021-268,Trans Mountain Pipeline ULC,,,British Columbia,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,,,No,,No,01/01/2022,03/31/2022,06/28/2021,06/30/2021,Mainline,,,,,,British Columbia,Valemount,1.0,0.5,No,No,No,Yes,0.5,True,Yes,1.0,Yes,Yes,Yes,Yes,No,Yes,No,No,No,01/01/2022,03/31/2022,07/22/2022,08/15/2022
OM2021-267,NOVA Gas Transmission Ltd.,Calgary,T2P 5H1,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,,,Yes,1.0,No,07/28/2021,12/31/2021,06/29/2021,06/29/2021,NORTH LATERAL & EXTENSION LOOP - NPS 24,,,,,,Alberta,Botha,,,No,No,No,No,,,No,,No,Yes,No,No,No,No,No,No,No,,,,
OM2021-266,NOVA Gas Transmission Ltd.,Calgary,T2P 5H1,Alberta,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,,,Yes,2.0,No,07/28/2021,12/31/2021,06/29/2021,06/29/2021,BOULDER CREEK SOUTH LATERAL,,,,,,Alberta,Valleyview,,,No,No,No,No,,,No,,No,Yes,Yes,No,No,No,No,No,No,,,,
OM2021-265,Kingston Midstream Westspur Limited,Estevan,S4A2K9,Saskatchewan,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,,,Yes,1.0,No,07/28/2021,08/18/2021,06/25/2021,06/25/2021,SM-11,,,,,,Saskatchewan,Lampman,,,No,No,No,No,,,No,0.0,No,Yes,No,No,No,No,No,No,No,,,,
OM2021-264,TransCanada PipeLines Limited,Calgary,T2P 5H1,Ontario,"Ground disturbance using power-operated equipment within 30 m of a wetland  or a water body, or within 30 m of the substrate of a wetland or water body",False,,,No,,No,07/23/2021,01/23/2022,06/24/2021,06/24/2021,LINE 100-1,,,,,,Ontario,"Vermilion Bay, Upsala, Nipigon",,,No,No,No,No,,,No,,No,Yes,Yes,No,No,No,No,No,No,,,,
OM2021-263,Trans-Northern Pipelines Inc.,Richmond Hill,L4B 3P6,Ontario,New temporary or permanent land is required that is within critical habitat for any Endangered or Threatened species listed on Schedule 1 of the federal Species at Risk Act or is to be acquired in accordance with sections 320-322 of the CER Act.,False,80.0,,No,,No,07/26/2021,09/10/2021,06/24/2021,06/24/2021,Toronto Airport to Cummer Junction Loop,,,,,,Ontario,City of Scarborough,0.2,,No,No,No,No,,,No,,No,No,No,No,No,No,No,No,No,,,,
